A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.50,0.00,0.00,0.00,0.00,3.38,0.03,0.68,0.28,0.00,0.00,0.00,0.00,0.12,4.33,0.00,2.09,0.57,20.40,12.2,2.49,1.94,4.7
0.25,0.00,0.00,0.00,0.00,2.69,0.02,1.34,5.14,0.00,0.00,0.00,0.00,1.06,5.16,0.00,3.04,0.28,22.40,16.82,2.24,2.97,24.8
1.12,0.00,0.00,0.00,0.00,2.34,0.01,0.67,2.57,0.00,1.00,0.00,0.00,0.53,6.58,0.00,6.52,1.14,28.02,13.4,5.12,1.48,2.6
0.28,1.00,0.00,0.00,0.00,2.59,0.00,0.17,1.64,0.00,0.25,0.00,0.00,0.13,9.65,0.00,1.63,1.79,26.91,14.49,2.78,0.37,7.8
0.57,0.25,0.00,0.00,0.00,4.15,0.00,0.04,1.41,0.00,0.06,0.00,0.00,0.03,11.41,0.00,1.91,1.95,28.16,12.87,2.70,0.09,-1.0
0.29,1.12,0.00,0.00,0.00,4.07,0.00,0.02,2.71,0.00,0.03,0.00,0.00,0.02,13.71,0.00,2.95,0.97,26.95,13.66,1.35,1.05,2.7
0.14,0.56,0.00,0.00,0.00,3.04,0.00,0.01,3.35,0.00,0.02,0.00,0.00,0.01,10.85,0.00,3.48,0.49,27.14,13.72,0.67,1.52,3.4
0.07,0.28,0.00,0.00,0.00,3.52,0.00,0.01,2.68,0.00,0.01,0.00,0.00,1.00,7.43,0.00,1.74,1.24,27.29,13.06,1.34,0.76,0.7
0.04,0.14,0.00,0.00,0.00,1.76,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.50,8.71,0.00,1.87,0.62,26.70,12.31,2.67,3.38,-3.1
0.00,0.27,0.00,0.00,0.00,1.72,0.00,0.00,2.54,0.00,0.00,0.00,0.00,1.06,5.59,0.00,2.23,1.08,20.34,13.68,1.33,0.92,5.6
0.00,1.13,0.00,0.00,0.00,2.86,0.00,1.00,3.27,0.00,0.00,0.00,0.00,0.53,7.79,0.00,3.12,1.54,23.85,14.99,1.67,0.46,11.5
1.00,0.57,0.00,0.00,0.00,3.43,0.00,0.50,1.64,0.00,0.00,0.00,0.00,0.27,6.90,0.00,3.56,1.77,26.91,13.01,3.83,0.23,-0.3
0.50,0.28,0.00,0.00,0.00,2.71,0.00,0.25,0.82,0.00,0.00,0.00,0.00,0.13,8.45,0.00,2.78,0.88,26.47,13.36,5.92,2.12,2.1
0.13,0.07,0.00,0.00,0.00,1.68,0.50,0.06,0.70,0.00,0.00,0.00,0.00,0.03,10.11,0.00,1.69,0.22,25.82,13.43,1.98,6.53,4.0
0.02,0.51,0.00,0.00,0.00,2.21,1.06,1.26,2.34,0.00,0.00,0.00,0.00,0.00,7.26,0.00,1.71,0.03,25.83,14.0,1.25,4.07,8.1
1.01,0.25,0.00,0.00,0.00,3.10,0.53,0.63,1.17,0.00,0.00,0.00,0.00,0.00,6.63,0.00,0.86,1.01,26.92,13.7,2.62,2.03,5.4
0.19,0.14,0.00,0.00,0.00,0.69,0.03,0.04,0.20,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.43,0.06,3.39,13.79,1.16,1.25,6.3
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.53,7.49,4.88,3.75,4.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,6.89,2.93,2.43,5.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.94,1.99,0.36,-4.3
0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,2.00,1.50,7.52,5.62,3.83,0.36,7.3
0.00,0.50,0.00,0.00,0.00,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,5.75,0.00,5.00,0.75,9.38,6.26,5.91,1.18,10.0
0.00,0.25,0.00,0.00,0.00,5.00,0.50,0.50,2.00,0.00,0.00,0.00,0.00,0.00,3.88,0.00,6.50,1.38,10.95,4.49,2.96,0.59,-1.6
0.00,0.12,0.00,0.00,0.00,4.50,0.25,0.25,1.00,0.00,0.00,0.00,0.00,1.00,7.94,0.00,4.25,0.69,9.96,6.04,1.48,2.29,7.2
0.00,1.03,0.00,0.00,0.00,3.12,0.06,0.06,1.25,0.00,0.00,0.00,0.00,0.25,9.98,0.00,3.06,0.17,9.46,5.51,3.87,2.07,4.5
0.00,0.26,0.00,0.00,0.00,4.28,0.02,0.52,1.31,0.50,0.00,0.00,0.00,1.06,10.00,0.00,3.27,0.04,9.98,4.32,0.97,3.02,-2.7
0.00,1.28,0.00,0.00,0.00,1.79,0.00,0.31,0.16,0.06,0.00,0.00,0.00,0.13,7.00,0.00,3.41,0.01,7.13,4.82,4.12,3.88,1.2
0.00,0.64,0.00,0.00,0.00,2.89,0.00,0.16,0.08,0.03,0.00,0.00,0.00,0.07,7.50,0.00,3.70,0.00,8.38,5.71,4.06,2.94,6.5
0.00,0.32,0.00,0.00,0.00,1.45,1.00,1.08,2.04,0.02,0.00,0.00,0.00,0.03,7.75,0.00,1.85,1.00,9.90,4.52,2.03,1.47,-1.1
0.00,0.16,0.00,0.00,0.00,1.72,0.50,0.54,1.02,0.01,0.00,0.00,0.00,0.02,5.87,0.00,0.93,0.50,9.47,4.48,1.02,1.73,-1.1
0.00,1.08,0.00,0.00,0.00,2.86,0.25,2.27,1.51,0.00,0.00,0.00,0.00,0.01,2.94,0.00,0.46,0.25,9.22,6.13,0.51,1.87,8.8
0.00,0.27,0.00,0.00,0.00,1.72,1.06,0.57,0.38,0.00,0.00,0.00,0.00,0.00,12.73,0.00,4.12,0.56,10.46,7.36,1.63,2.47,14.7
0.50,0.07,0.00,0.00,0.00,2.43,1.27,0.64,1.59,0.00,0.50,0.00,0.00,0.00,9.18,1.00,2.53,0.14,10.92,6.47,1.91,2.12,8.6
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.68,0.00,1.00,0.8
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,0.00,0.00,12.8
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,14.33,14.15,2.00,1.00,1.1
0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.50,5.00,1.50,1.50,0.00,0.00,1.00,10.50,0.00,1.50,0.00,21.32,14.15,4.00,2.50,0.0
0.00,0.00,0.00,0.00,0.00,1.50,1.50,3.25,6.50,1.75,1.75,0.00,0.00,1.50,13.25,0.00,1.75,0.00,24.81,13.75,5.00,3.25,4.3
0.00,0.00,0.00,0.00,0.00,1.75,2.75,3.62,13.25,1.88,1.88,0.00,0.00,2.75,17.62,0.00,2.88,0.00,26.15,15.91,9.50,4.62,13.7
0.00,0.00,0.00,0.00,0.00,2.88,4.38,6.81,20.62,1.94,2.94,0.00,0.00,3.38,22.81,0.00,4.44,0.00,28.99,14.9,13.75,8.31,4.8
0.00,0.00,0.00,0.00,0.00,5.44,8.19,8.41,26.31,1.97,3.47,0.00,0.00,3.69,26.41,0.00,6.22,0.00,29.39,14.82,16.88,11.16,3.6
0.00,0.00,0.00,0.00,0.00,7.36,12.55,9.60,39.08,1.99,4.87,0.00,0.00,3.92,33.10,0.00,11.05,1.00,32.45,17.32,20.22,17.79,10.6
1.50,0.00,0.00,0.00,0.00,7.84,17.64,11.40,50.77,2.00,5.72,0.00,0.00,6.98,42.28,0.00,15.76,1.75,32.48,19.87,24.05,23.45,22.9
1.88,0.00,0.00,0.00,0.00,7.96,24.41,11.85,62.19,2.00,8.93,0.00,0.00,9.25,48.57,0.00,21.44,1.94,35.46,17.0,31.01,31.36,1.2
1.94,0.00,0.00,0.00,0.00,8.98,26.20,13.93,68.10,2.00,9.46,0.00,0.00,10.62,53.28,0.00,22.72,1.97,34.73,18.13,33.51,34.68,8.3
1.97,1.00,0.00,0.00,0.00,9.49,29.10,15.96,77.05,2.00,9.73,0.00,0.00,11.31,58.64,0.00,23.36,2.98,35.49,18.13,35.75,36.34,0.0
2.00,1.94,0.00,0.00,0.00,12.47,37.07,22.37,104.69,2.00,13.23,0.00,0.00,12.96,69.67,0.00,27.21,3.94,36.85,18.17,41.11,48.90,6.0
2.00,1.99,0.00,0.00,0.00,18.06,41.63,28.80,121.59,2.00,13.90,0.00,0.00,13.87,77.96,0.00,37.65,5.49,36.80,17.43,46.64,54.36,0.7
2.00,2.00,0.00,0.00,0.00,19.03,42.82,29.40,126.79,2.00,13.95,0.00,0.00,13.93,79.98,0.00,38.83,5.75,35.83,17.57,48.32,58.18,1.5
2.00,2.00,0.00,0.00,0.00,20.51,43.41,30.70,132.40,2.00,13.98,0.00,0.00,13.97,81.99,0.00,39.41,5.87,35.48,17.27,50.16,62.09,0.9
2.00,2.00,1.50,0.00,0.00,21.63,45.35,31.67,138.10,3.50,13.99,0.00,0.00,13.99,85.00,0.00,41.35,5.97,34.78,19.17,46.54,67.52,12.7
3.00,3.00,1.75,0.00,0.00,22.81,45.68,32.84,143.05,3.75,15.00,0.00,0.00,14.00,87.50,0.00,41.68,5.98,36.56,18.03,48.27,69.76,4.0
3.75,3.75,1.94,0.00,0.00,24.70,45.92,36.71,154.26,3.94,15.75,0.00,0.00,14.00,98.37,0.00,46.42,6.00,35.79,19.36,52.07,73.94,14.0
3.87,3.87,1.97,0.00,0.00,26.35,45.96,37.35,160.13,3.97,16.87,0.00,0.00,14.00,102.19,0.00,48.21,7.00,37.26,17.53,55.03,74.97,0.8
3.97,3.97,1.99,0.00,0.00,30.59,47.99,41.34,167.53,3.99,17.72,0.00,0.00,14.00,106.05,0.00,49.55,7.75,36.09,18.55,59.76,79.74,6.8
3.98,3.98,2.00,0.00,0.00,33.29,48.99,43.67,173.77,4.00,17.86,0.00,0.00,15.00,107.02,0.00,49.78,8.87,36.59,17.08,61.88,80.87,-2.2
4.00,5.87,2.00,0.00,0.00,38.71,51.44,49.73,190.86,4.00,18.99,0.00,0.00,17.44,121.31,0.00,51.49,10.93,37.11,16.74,69.49,88.93,-2.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.23,2.00,3.75,-1.2
0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.06,10.8,2.75,4.22,13.7
0.00,0.00,0.00,0.00,0.00,2.16,0.50,0.12,1.91,0.00,0.12,0.00,0.00,0.00,5.06,0.00,3.00,0.62,18.39,8.97,3.05,3.01,-0.6
0.00,0.00,0.00,0.00,0.00,1.04,1.12,0.03,2.98,0.00,0.03,0.00,0.00,1.00,4.27,0.00,1.75,0.16,18.54,10.85,4.76,2.25,9.2
0.00,0.00,0.00,0.00,0.00,1.52,0.56,2.02,2.49,0.00,0.02,0.00,0.00,0.50,4.13,0.00,2.88,1.08,20.12,9.41,2.38,1.13,1.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.50,4.90,10.01,0.82,1.50,6.9
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.25,12.46,9.97,1.41,1.75,5.2
0.06,1.50,0.00,0.00,0.00,4.75,2.25,0.00,1.64,0.00,0.00,0.00,0.00,0.06,2.56,0.00,2.31,1.52,18.99,9.16,2.21,0.48,0.9
0.03,0.75,0.00,0.00,0.00,2.38,1.13,0.00,3.82,0.00,0.00,0.00,0.00,0.03,3.28,0.00,1.16,0.76,18.65,10.74,2.11,1.24,10.5
0.02,0.38,0.00,0.00,0.00,1.19,0.56,0.00,3.91,0.00,0.00,0.00,0.00,0.02,3.64,0.00,3.58,1.38,20.07,9.11,1.05,0.62,-0.1
0.01,0.19,0.00,0.00,0.00,2.59,0.28,0.00,4.96,0.00,0.00,0.00,0.00,0.01,3.82,0.00,1.79,0.69,19.14,9.21,1.53,1.31,0.6
0.00,0.09,0.00,0.00,0.00,1.30,0.14,2.00,2.48,0.00,0.00,0.00,0.00,1.00,2.91,0.00,0.89,0.34,18.78,9.27,2.76,1.66,1.6
0.00,0.05,0.00,0.00,0.00,2.65,0.07,2.00,2.24,0.00,0.00,0.00,0.00,0.50,2.46,0.00,1.45,0.17,18.66,9.02,2.38,1.83,0.0
0.00,0.01,0.00,0.00,0.00,0.66,1.02,0.50,1.06,0.00,0.00,0.00,0.00,0.63,0.61,0.00,0.36,0.04,18.31,10.08,2.10,3.96,6.5
0.00,1.50,0.00,0.00,0.00,1.50,1.50,1.00,4.50,0.00,0.00,0.00,0.00,0.00,6.50,0.00,5.50,0.00,10.27,6.89,4.00,2.50,0.0
0.00,1.75,0.00,0.00,0.00,1.75,1.75,1.50,6.25,0.00,0.00,0.00,0.00,0.00,8.25,0.00,6.75,0.00,12.02,7.0,5.00,3.25,3.7
0.00,1.88,0.00,0.00,0.00,2.88,1.88,1.75,11.12,0.00,0.00,0.00,0.00,1.00,10.12,0.00,9.38,0.00,13.01,5.88,9.50,4.62,-0.9
0.00,2.94,0.00,0.00,0.00,4.44,1.94,1.88,15.56,0.00,0.00,0.00,0.00,1.50,14.06,0.00,11.69,0.00,12.39,6.55,13.75,8.31,3.2
0.00,3.73,0.00,0.00,0.00,8.61,1.98,1.97,23.39,0.00,0.00,0.00,0.00,1.88,18.52,0.00,16.42,0.00,12.92,5.94,18.44,15.58,0.6
0.00,5.43,0.00,0.00,0.00,15.65,2.00,1.99,26.85,0.00,0.00,0.00,0.00,1.97,24.13,0.00,17.61,1.50,12.14,5.76,22.11,20.89,0.7
0.00,6.86,0.00,0.00,0.00,24.91,2.00,2.00,27.71,0.00,0.00,0.00,0.00,1.99,28.03,0.00,19.40,1.88,10.36,6.7,28.03,26.72,8.0
0.00,7.43,0.00,0.00,0.00,28.46,2.00,2.00,28.86,0.00,0.00,0.00,0.00,2.00,29.02,0.00,24.70,1.94,11.88,5.84,31.01,31.36,1.3
0.00,7.71,0.00,0.00,0.00,31.23,2.00,3.00,31.43,0.00,0.00,0.00,0.00,2.00,34.51,0.00,28.35,1.97,11.78,6.14,33.51,34.68,3.1
1.00,7.86,1.00,0.00,0.00,34.61,2.00,3.50,32.71,0.00,0.00,0.00,0.00,2.00,40.25,0.00,30.18,2.98,12.03,6.14,35.75,36.34,0.0
1.50,7.93,1.50,0.00,0.00,36.31,2.00,3.75,33.36,0.00,0.00,0.00,0.00,2.00,43.13,0.00,31.09,3.49,12.15,6.14,36.88,37.17,0.0
1.75,7.96,1.75,0.00,0.00,37.15,2.00,3.87,33.68,0.00,0.00,0.00,0.00,2.00,44.56,0.00,31.54,3.75,12.22,6.14,38.44,41.59,0.0
1.88,7.98,1.88,0.00,0.00,37.58,2.00,3.94,33.84,0.00,0.00,0.00,0.00,2.00,45.28,0.00,31.77,3.87,12.25,6.14,40.22,45.79,0.0
1.94,7.99,1.94,0.00,0.00,37.79,2.00,3.97,33.92,0.00,0.00,0.00,0.00,2.00,45.64,0.00,31.89,3.94,12.26,5.37,41.11,48.90,-0.1
2.00,8.00,2.00,0.00,0.00,42.24,3.00,5.00,42.37,0.00,0.00,0.00,0.00,2.00,57.23,0.00,39.24,5.75,12.38,5.83,48.32,58.18,0.8
2.00,8.00,2.00,0.00,0.00,44.12,3.50,5.50,49.18,0.00,0.00,0.00,0.00,2.00,63.61,0.00,40.62,5.87,12.02,5.83,50.16,62.09,0.0
2.00,8.00,2.00,0.00,0.00,45.06,3.75,5.75,52.59,0.00,0.00,0.00,0.00,2.00,66.81,0.00,41.31,5.94,11.84,5.83,47.08,65.05,0.0
2.00,8.00,2.00,0.00,0.00,45.53,3.87,5.87,54.30,0.00,0.00,0.00,0.00,2.00,68.40,0.00,41.66,5.97,11.75,5.83,46.54,67.52,0.0
2.00,8.00,2.00,0.00,0.00,45.76,3.94,5.94,55.15,0.00,0.00,0.00,0.00,2.00,69.20,0.00,41.83,5.98,11.70,5.83,48.27,69.76,0.0
2.00,8.00,2.00,0.00,0.00,45.88,3.97,5.97,55.57,0.00,0.00,0.00,0.00,2.00,69.60,0.00,41.91,5.99,11.68,5.79,50.13,71.88,1.9
2.00,8.00,2.00,0.00,0.00,46.94,4.98,5.98,58.79,0.00,0.00,0.00,0.00,2.00,70.80,0.00,41.96,6.00,11.63,6.38,52.07,73.94,5.3
2.00,8.00,2.00,0.00,0.00,48.47,5.49,6.99,61.39,0.00,0.00,0.00,0.00,3.00,71.40,0.00,41.98,7.00,12.20,6.38,55.03,74.97,0.0
2.00,8.00,2.00,0.00,0.00,49.24,5.75,7.50,62.70,0.00,0.00,0.00,0.00,3.50,71.70,0.00,41.99,7.50,12.48,6.38,57.52,77.49,0.0
2.00,8.00,2.00,0.00,0.00,49.62,5.87,7.75,63.35,0.00,0.00,0.00,0.00,3.75,71.85,0.00,41.99,7.75,12.62,6.38,59.76,79.74,0.0
2.00,8.00,2.00,0.00,0.00,49.90,5.97,7.94,63.84,0.00,0.00,0.00,0.00,3.94,71.96,0.00,42.00,7.94,12.72,5.49,63.94,83.44,-0.3
2.00,8.00,2.00,0.00,0.00,51.98,5.99,9.98,64.96,0.00,0.00,0.00,0.00,3.98,78.49,0.00,42.00,7.98,11.39,6.31,66.98,87.86,5.0
2.00,8.00,2.00,0.00,0.00,54.99,6.00,10.99,67.48,0.00,0.00,0.00,0.00,3.99,81.25,0.00,42.00,8.99,12.00,5.72,69.49,88.93,1.2
2.00,8.00,2.00,0.00,0.00,56.49,6.00,11.50,68.74,0.00,0.00,0.00,0.00,4.00,83.62,0.00,43.00,9.50,11.72,5.72,70.75,90.46,0.0
0.00,0.00,0.00,0.00,0.00,1.75,1.75,1.75,3.50,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.75,0.00,7.69,3.57,5.12,15.50,0.9
0.00,0.00,0.00,0.00,0.00,3.88,1.88,1.88,5.75,0.00,0.00,0.00,0.00,0.00,9.50,0.00,2.88,0.00,7.42,3.57,6.56,18.75,0.0
0.00,0.00,0.00,0.00,0.00,4.94,1.94,1.94,6.88,0.00,0.00,0.00,0.00,0.00,10.75,0.00,3.44,0.00,7.28,3.57,6.28,21.38,0.0
0.00,0.00,0.00,0.00,0.00,5.47,1.97,1.97,7.44,0.00,0.00,0.00,0.00,0.00,11.38,0.00,3.72,0.00,7.21,3.57,6.14,23.69,0.0
0.00,1.00,0.00,0.00,0.00,5.97,2.00,2.00,12.96,0.00,0.00,0.00,0.00,0.00,14.96,0.00,5.98,0.00,7.21,2.51,15.01,31.73,-3.3
0.00,2.50,0.00,0.00,0.00,8.98,2.00,2.00,16.48,0.00,0.00,0.00,0.00,0.00,17.48,0.00,6.99,0.00,6.12,5.0,17.50,33.87,10.2
0.00,3.25,0.00,0.00,0.00,10.49,2.00,2.00,20.24,0.00,0.00,0.00,0.00,0.00,19.74,0.00,10.50,1.00,8.06,5.26,18.75,34.93,8.8
0.00,3.62,0.00,0.00,0.00,12.25,2.00,3.00,23.12,0.00,0.00,0.00,0.00,0.00,20.87,0.00,14.25,2.50,9.29,4.45,20.38,35.47,2.7
0.00,4.91,0.00,0.00,0.00,19.06,2.00,3.75,29.78,0.00,0.00,0.00,0.00,0.00,23.22,0.00,21.06,4.62,9.30,4.75,25.09,41.87,0.0
0.00,5.45,0.00,0.00,0.00,20.53,2.00,3.87,30.89,0.00,0.00,0.00,0.00,0.00,23.61,0.00,22.53,5.31,9.40,3.66,26.55,43.93,-2.3
0.00,8.36,0.00,0.00,0.00,25.63,2.00,3.97,34.72,0.00,0.00,0.00,0.00,0.00,25.40,0.00,24.63,5.83,7.93,3.75,29.64,49.48,0.0
0.00,9.80,0.00,0.00,0.00,27.70,2.00,4.00,35.84,0.00,0.00,0.00,0.00,0.00,25.93,0.00,25.83,5.98,7.55,3.75,33.45,54.44,0.0
0.00,9.90,0.00,0.00,0.00,27.85,2.00,4.00,35.92,0.00,0.00,0.00,0.00,0.00,25.96,0.00,25.91,5.99,7.53,3.75,33.73,56.22,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.55,4.00,3.50,3.1
0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,6.55,8.11,2.00,3.75,8.2
1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,3.50,0.00,0.00,0.00,0.00,0.00,4.50,0.00,2.50,0.00,11.38,7.06,3.00,6.88,0.9
0.50,0.00,0.00,0.00,0.00,1.25,0.00,0.25,1.75,0.00,0.00,0.00,0.00,0.00,3.25,0.00,2.25,0.00,12.75,6.85,3.50,4.44,0.6
0.12,0.50,0.00,0.00,0.00,2.31,1.00,0.06,2.94,0.00,0.00,0.00,0.00,0.00,3.31,0.00,3.56,1.00,15.36,7.72,2.38,2.11,1.8
0.06,0.25,0.00,0.00,0.00,1.16,0.50,0.03,3.47,0.00,0.00,0.00,0.00,0.00,4.66,0.00,2.78,0.50,15.40,8.78,2.19,4.05,6.5
0.03,0.12,0.00,0.00,0.00,2.58,0.25,0.02,1.73,0.00,0.00,0.00,0.00,0.00,5.33,0.00,3.39,1.25,16.48,8.74,2.09,2.03,4.8
